World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services - Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services - Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
15410,Panama West Coast -- 15380,Balboa, ,PA BLB,Panama,Gulf of Panama; North Pacific Ocean, ,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,21603, , ,"coa14e, gen14b, h1415410",5,182.9,12.5,11,15.5,9.4,0,0,0,0,0,0,0,Medium,Canal or Lake,Unknown,Good,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,No,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Medium,8.95,-79.566667
37970,Portugal -- 37930,Aveiro, ,PT AVE,Portugal,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,51120, , ,"coa08d, gen08b, h0837970",3,0,6.4,11,9.4,0,0,0,0,0,0,0,0,Medium,River (Natural),Unknown,Good,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,II,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Small,Small,40.65,-8.65
48650,India West Coast -- 48610,Bedi,Bed,IN BED,India,Arabian Sea; Indian Ocean, ,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,63062, , ,"coa03h, gen03a",5,0,14,14,0,0,0,0,0,0,0,0,16,Very Small,River (Natural),Cargo,Good,Yes,Unknown,No,No,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,VIII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Small,Small,22.57305556,70.04555556
12037,Venezuela -- 11950,El Tabiazo, ,VE ETV,Venezuela,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,24484, , ,"a1411960, gen14a, h1412035",1,0,11,7.9,4.9,7.9,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,None,Unknown,Unknown,10.766667,-71.533333
33370,Scotland West Coast -- 32790,Rothesay Harbor, ,GB RAY,United Kingdom,North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,36022, , ,"a2033490, coa20i, gen20b, h2033500",3,0,12.5,14,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,No,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,I,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,55.833333,-5.05
16170,United States W Coast -- 16000,Gaviota,Alcatraz Landing, ,United States,North Pacific Ocean, ,U.S. Coast Pilot 7 - Pacific Coast: California,18721, , ,"a1316150, coa13b, gen13a",1.2,0,11,7.9,6.4,17.1,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Yes,Yes,No,No,Unknown,No,No,Unknown,Unknown,Unknown,34.466667,-120.2
8860,US Gulf Coast -- 8650,New Orleans, ,US MSY,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,11368, , ,"a1508860, coa15a, gen15, h1508860",0,0,11,23.2,11,17.1,0,0,0,0,0,0,0,Large,River (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Small,Medium,29.95,-90.05
35840,France NW Coast -- 35720,Port Of Le Havre, ,FR LEH,France,English Channel; North Atlantic Ocean, ,Sailing Directions Pub. 191 (Enroute) - English Channel,37262, , ,"a2035840, coa20c, gen20b, h2035840",7,0,14,6.4,15.5,20.1,0,0,0,0,0,0,0,Large,River (Tide Gates),Unknown,Excellent,Yes,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,I,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Medium,49.483333,0.116667
29880,Fyn -- 29820,Odense, ,DK ODE,Denmark,Kattegat; North Atlantic Ocean, ,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),44061, , ,"coa21d, gen21a, h2129880",1,0,6.4,14,6.4,4.9,0,333.2,50,9.9,0,0,0,Small,Canal or Lake,Unknown,Excellent,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,I,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Unknown,Medium,55.416667,10.383333
11760,Trinidad -- 11705,Brighton, ,TT LAB,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,24405, , ,"a1411720, coa14d, gen14a, h1411760",1,0,12.5,12.5,4.9,7.9,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,No,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.25,-61.633333
6840,United States E Coast -- 6585,Vinalhaven,Carvers Harbor,US 9VV,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,13305, , ,"a1806920, coa18a, gen18a",2.7,0,3.4,6.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Yes,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Limited,Small,Small,44.05,-68.833333
35980,Channel Islands -- 35970,Alderney Harbour,Alderney Harbor; Little Crabby Harbor,GG ACI,Guernsey,English Channel; North Atlantic Ocean, ,Sailing Directions Pub. 191 (Enroute) - English Channel,37015, , ,"a2035450, coa20b, gen20b",6,0,3.4,14,4.9,4.9,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,I,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,Unknown,Unknown,49.733333,-2.2
40080,Italy West Coast Cont -- 39730,Reggio Di Calabria, ,IT REG,Italy,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53184/0, , ,"a0940100, coa09b, gen09, h0940080",1,0,9.4,23.2,7.9,0,0,0,0,0,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,III,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Medium,38.129,15.65
35740,France NW Coast -- 35720,Gravelines, ,FR GRV,France,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 191 (Enroute) - English Channel,"37120, 37140", , ,"a2035710, coa20d, gen20b, h2035730",6,0,0,9.4,0,0,0,0,0,0,0,0,0,Very Small,River (Tide Gates),Unknown,Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,I,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Small,51,2.116667
16410,United States W Coast -- 16000,Mare Island, ,US MI8,United States,North Pacific Ocean, ,U.S. Coast Pilot 7 - Pacific Coast: California,18655, , ,"coa13b, gen13a, h1316410",1.2,0,7.9,7.9,7.9,0,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Large,38.1,-122.266667
52090,Sulawesi -- 51970,Gorontalo, ,ID GTO,Indonesia,Teluk Tomini; Molucca Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara, , , ,"coa11j, gen11b",2,0,9.4,23.2,9.4,7.9,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,0.5,123.05
60930,Sakhalin -- 60840,Nevelsk,Honto,RU NEV,Russia,Tatar Strait; North Pacific Ocean, ,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia, , , ,"a2460940, coa24c, gen24a, h2460930",0.2,0,5.6,20,5,0,0,100,0,6.5,0,0,0,Very Small,Coastal (Breakwater),Unknown,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XIII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Moderate,Small,Small,46.666667,141.866667
3520,US Lake Erie -- 3400,Huron, ,US HUB,United States,Lake Erie; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,14843, , ,coa17d,0,0,7.9,7.9,7.9,0,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Excellent,No,Yes,Yes,Yes,Yes,Unknown,No,Yes,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,None,Large,Small,41.4,-82.55
62030,Japan -- 61100,Matsuyama,Mitsuhama,JP MYJ,Japan,Sea of Japan; North Pacific Ocean, ,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,97293, , ,"a1262030, coa12c, gen12b, h1262030",3,0,9.4,14,12.5,11,0,0,0,0,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,No,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,33.85,132.7
19375,Alaska -- 19080,Little Port Walter, ,US LPW,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,17333, , ,"coa26d, gen26c",2.7,0,4.9,14,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56.383333,-134.633333
51502,Kepulauan Anambas -- 51480,Udang Oilfield, ,ID UDG,Indonesia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71450, , ,"coa11b, gen11b",0,0,0,23.2,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.033333,106.483333
16070,United States W Coast -- 16000,Long Beach, ,US LGB,United States,North Pacific Ocean, ,U.S. Coast Pilot 7 - Pacific Coast: California,18751, , ,"a1316080, coa13b, gen13a, h1316080",1.2,0,18.6,14,17.1,15.5,0,0,0,0,0,0,0,Medium,Coastal (Breakwater),Unknown,Excellent,Yes,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Medium,33.766667,-118.183333
23630,Norway -- 20620,Risor, ,NO RIS,Norway,Skagerrak; North Atlantic Ocean, ,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,43360, , ,"a2123600, coa21e, gen21a",1,0,11,23.2,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Small,Medium,58.716667,9.233333
47750,Rodrigues -- 47740,Port Mathurin, ,MU PMA,Mauritius,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,61601, , ,"a0347740, gen03c, h0347750",4,0,7.9,15.5,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,VIII,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-19.683333,63.416667
26240,Sweden Cont -- 24975,Harnosand, ,SE HND,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean, ,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,44220, , ,"a2226240, coa22u, gen22d, h2226240",1,0,6.4,14,7.9,9.4,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Excellent,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Small,Small,62.633333,17.933333
